"problem_id","topic","subtopic","grade_level","difficulty_level","source","problem_length_words","num_sentences","num_entities","equation_count","equation_complexity_score","total_attempts","avg_solving_time_seconds","success_rate","avg_attempts_to_solve","verified_by_human","last_updated"
"PROB_1333","Geometry","Congruence","8","2","User-Generated","144","7","2","3","2","23","309","0.6796063517995944","1.5","1","2024-10-23 00:00:00"
"PROB_1334","Trigonometry","Heights and Distances","11","2","NCERT","162","4","5","1","3","11","321","0.8694098701503162","1.5","0","2024-08-30 00:00:00"
"PROB_1335","Ratios","Ratio and Proportion","6","4","Synthetic","117","8","8","3","9","6","408","","2.3","1","2024-08-06 00:00:00"
"PROB_1336","Probability","Combinations","8","1","User-Generated","266","6","3","1","2","11","298","0.8425795919770042","1.3","1","2024-10-22 00:00:00"
"PROB_1337","Number Theory","Prime Numbers","7","1","User-Generated","123","6","5","4","2","5","275","0.7621581352833824","1.6","1","2024-08-10 00:00:00"
"PROB_1338","Mensuration","Perimeter","7","2","NCERT","146","6","2","2","2","50","368","0.5694483669879811","2.0","1","2024-10-30 00:00:00"
"PROB_1339","Number Theory","Modular Arithmetic","10","5","NCERT","147","6","7","3","10","46","420","0.4594088213461291","1.6","1","2024-09-19 00:00:00"
"PROB_1340","Algebra","Exponents","6","1","User-Generated","242","7","4","1","3","50","249","0.8529175878025954","1.5","0","2024-09-17 00:00:00"
"PROB_1341","Trigonometry","Angles","9","2","User-Generated","210","5","7","1","5","50","323","0.8155828748257129","1.4","1","2024-09-27 00:00:00"
"PROB_1342","Ratios","Ratio and Proportion","11","4","NCERT","122","2","5","3","10","5","371","0.5116349472204315","2.0","1","2024-09-18 00:00:00"
"PROB_1343","Geometry","Similarity","10","3","User-Generated","212","8","5","4","5","7","379","0.765632206037989","1.1","1","2024-09-12 00:00:00"
"PROB_1344","Number Theory","Divisibility","9","5","User-Generated","134","5","9","1","10","25","420","0.4500418222602908","2.1","1","2024-10-16 00:00:00"
"PROB_1345","Geometry","Angles","10","4","User-Generated","300","4","7","3","9","38","420","0.47786896566846754","2.2","1","2024-08-04 00:00:00"
"PROB_1346","Algebra","Factorization","9","2","User-Generated","206","8","7","1","2","16","345","0.5982642109673096","1.8","1","2024-09-04 00:00:00"
"PROB_1347","Arithmetic","Speed Distance Time","9","3","NCERT","50","6","3","3","6","17","383","0.636736375715295","1.8","1","2024-09-25 00:00:00"
"PROB_1348","Probability","Conditional Probability","12","4","User-Generated","83","5","7","4","6","50","355","0.4688614889683747","2.4","1","2024-09-16 00:00:00"
"PROB_1349","Ratios","Ratio and Proportion","11","2","NCERT","66","5","8","4","2","34","309","0.7296669987981425","1.6","1","2024-08-23 00:00:00"
"PROB_1350","Algebra","Quadratic Equations","8","2","User-Generated","224","4","6","2","4","50","300","0.7837405236902206","1.3","1","2024-09-23 00:00:00"
"PROB_1351","Algebra","Factorization","6","2","NCERT","149","3","9","3","2","15","312","","2.5","0","2024-09-28 00:00:00"
"PROB_1352","Ratios","Inverse Variation","6","2","User-Generated","182","5","3","1","2","19","293","0.6351920430640643","2.1","1","2024-10-17 00:00:00"
"PROB_1353","Probability","Expected Value","6","4","Synthetic","189","7","4","4","8","24","420","0.5974613746133396","1.3","0","2024-10-29 00:00:00"
"PROB_1354","Arithmetic","Simple Interest","7","2","Synthetic","114","3","7","4","6","50","301","0.6951390001984126","1.4","1","2024-08-08 00:00:00"
"PROB_1355","Algebra","Factorization","6","2","Synthetic","106","3","2","4","3","7","310","0.6749904315426625","1.7","1","2024-10-23 00:00:00"
"PROB_1356","Geometry","Circles","7","3","NCERT","142","3","8","2","5","6","420","0.7001792976872764","1.5","1","2024-11-01 00:00:00"
"PROB_1357","Algebra","Polynomials","6","2","NCERT","127","5","9","4","4","16","350","0.7028016105429783","1.6","1","2024-09-16 00:00:00"
"PROB_1358","Algebra","Inequalities","7","3","NCERT","158","6","10","3","6","21","419","0.5888619629446294","1.7","1","2024-10-26 00:00:00"
"PROB_1359","Algebra","Factorization","9","1","Synthetic","196","2","5","2","2","50","227","0.7651344909814635","1.3","1","2024-10-26 00:00:00"
"PROB_1360","Mensuration","Perimeter","6","4","Synthetic","207","3","6","1","7","13","420","0.4460627220655925","2.0","1","2024-10-12 00:00:00"
"PROB_1361","Statistics","Frequency Distribution","9","4","NCERT","149","4","5","3","5","22","394","0.6020176269208446","2.0","1","2024-10-18 00:00:00"
"PROB_1362","Geometry","Quadrilaterals","8","3","Synthetic","161","2","2","2","7","16","409","0.7260859348281983","1.2","1","2024-08-16 00:00:00"
"PROB_1363","Trigonometry","Trigonometric Ratios","7","5","User-Generated","143","3","6","4","10","11","420","0.5456511041679736","1.7","1","2024-09-05 00:00:00"
"PROB_1364","Geometry","Quadrilaterals","8","4","NCERT","285","2","4","4","8","32","420","0.3859884784018137","2.4","1","2024-08-17 00:00:00"
"PROB_1365","Arithmetic","Ratios","11","5","User-Generated","241","2","2","2","9","21","420","0.45677597093703226","1.7","0","2024-09-07 00:00:00"
"PROB_1366","Number Theory","Modular Arithmetic","10","1","User-Generated","196","4","9","1","2","48","235","0.8019022791359914","1.4","0","2024-08-15 00:00:00"
"PROB_1367","Geometry","Congruence","12","2","User-Generated","185","5","10","1","4","50","329","0.805441097574777","1.2","1","2024-09-08 00:00:00"
"PROB_1368","Probability","Probability Distributions","12","1","Synthetic","137","5","2","4","3","9","203","0.7908845734271868","1.3","1","2024-10-05 00:00:00"
"PROB_1369","Algebra","Systems of Equations","9","3","User-Generated","266","8","6","2","5","27","339","0.6463924440649682","1.3","1","2024-09-05 00:00:00"
"PROB_1370","Probability","Probability Distributions","10","4","NCERT","119","2","7","1","8","50","352","","1.2","0","2024-08-27 00:00:00"
"PROB_1371","Algebra","Systems of Equations","9","2","NCERT","232","8","3","3","4","45","355","0.6196094524519452","1.7","1","2024-08-20 00:00:00"
"PROB_1372","Geometry","Quadrilaterals","9","1","NCERT","150","2","5","3","2","15","270","0.8478819580209722","1.3","1","2024-08-31 00:00:00"
"PROB_1373","Mensuration","Surface Area","9","3","NCERT","151","7","2","1","6","50","405","0.5604191273267969","1.9","1","2024-09-14 00:00:00"
"PROB_1374","Probability","Basic Probability","9","2","Synthetic","253","5","8","2","4","28","309","0.7111456421816837","2.1","0","2024-08-17 00:00:00"
"PROB_1375","Probability","Combinations","9","1","Synthetic","192","8","3","4","2","20","278","0.8761328643309199","1.3","1","2024-10-25 00:00:00"
"PROB_1376","Statistics","Data Interpretation","9","4","User-Generated","102","8","10","2","8","8","420","0.47201217124368966","2.1","0","2024-08-29 00:00:00"
"PROB_1377","Trigonometry","Heights and Distances","8","5","User-Generated","69","8","5","3","8","12","385","0.35823965070945607","2.2","1","2024-10-07 00:00:00"
"PROB_1378","Arithmetic","Time and Work","8","3","Synthetic","265","2","4","2","6","5","385","0.7858497706482478","1.5","1","2024-10-23 00:00:00"
"PROB_1379","Mensuration","Curved Surface Area","7","2","NCERT","241","7","3","2","3","48","347","","2.3","1","2024-08-31 00:00:00"
"PROB_1380","Algebra","Linear Equations","7","3","User-Generated","300","4","3","2","7","40","420","0.6865679034923831","1.3","1","2024-10-01 00:00:00"
"PROB_1381","Number Theory","Divisibility","10","2","NCERT","173","7","6","4","4","6","316","0.5780083042651897","1.9","1","2024-09-23 00:00:00"
"PROB_1382","Number Theory","Number Patterns","8","3","NCERT","50","5","6","1","3","11","271","","1.8","1","2024-10-18 00:00:00"
"PROB_1383","Mensuration","Area","10","1","User-Generated","76","7","4","2","2","14","289","0.8575158143551302","1.4","1","2024-09-05 00:00:00"
"PROB_1384","Probability","Expected Value","11","5","NCERT","147","5","2","2","8","42","391","","2.4","1","2024-08-23 00:00:00"
"PROB_1385","Trigonometry","Equations","6","2","User-Generated","99","5","9","4","5","38","272","0.7228207732371041","1.3","1","2024-08-09 00:00:00"
"PROB_1386","Ratios","Continued Proportions","12","2","NCERT","169","6","4","4","4","14","287","0.6427572041997047","1.5","1","2024-08-10 00:00:00"
"PROB_1387","Ratios","Ratio and Proportion","11","5","NCERT","113","8","6","2","10","30","420","0.45219852140496947","2.3","1","2024-08-11 00:00:00"
"PROB_1388","Algebra","Linear Equations","9","3","User-Generated","220","8","6","2","5","27","365","0.6826086257428645","1.7","1","2024-10-21 00:00:00"
"PROB_1389","Trigonometry","Heights and Distances","9","4","Synthetic","114","2","5","1","7","16","398","0.49219100437592594","2.0","1","2024-10-21 00:00:00"
"PROB_1390","Probability","Expected Value","11","4","NCERT","175","5","3","2","6","50","420","0.5949682272026393","1.7","1","2024-09-05 00:00:00"
"PROB_1391","Algebra","Quadratic Equations","9","1","NCERT","131","2","5","2","2","18","246","0.8233017308883035","1.0","1","2024-10-29 00:00:00"
"PROB_1392","Algebra","Quadratic Equations","11","1","NCERT","169","4","2","1","2","7","291","0.95","1.3","1","2024-10-22 00:00:00"
"PROB_1393","Mensuration","Curved Surface Area","6","3","User-Generated","137","3","10","1","9","16","420","0.5708703320055097","1.6","1","2024-08-21 00:00:00"
"PROB_1394","Statistics","Frequency Distribution","11","4","User-Generated","168","7","6","3","9","14","420","","1.3","0","2024-09-19 00:00:00"
"PROB_1395","Ratios","Continued Proportions","8","4","NCERT","131","4","4","2","5","50","420","0.6442164382505533","1.6","0","2024-08-06 00:00:00"
"PROB_1396","Probability","Combinations","11","5","Synthetic","198","5","4","4","9","50","420","0.4698656634196062","2.2","1","2024-09-09 00:00:00"
"PROB_1397","Geometry","Triangles","7","2","NCERT","193","2","4","4","4","38","368","0.5846187144753305","2.2","0","2024-08-25 00:00:00"
"PROB_1398","Arithmetic","Ratios","8","3","User-Generated","215","6","9","2","6","28","420","0.4792114268398565","1.8","1","2024-08-14 00:00:00"
"PROB_1399","Number Theory","Number Patterns","8","3","User-Generated","134","4","6","4","6","12","378","","1.5","1","2024-09-23 00:00:00"
"PROB_1400","Geometry","Coordinate Geometry","12","1","User-Generated","124","2","6","2","2","18","284","0.9329212911767276","1.0","1","2024-08-20 00:00:00"
"PROB_1401","Ratios","Inverse Variation","11","5","NCERT","141","3","6","3","7","26","420","0.41050307716587103","2.2","1","2024-10-06 00:00:00"
"PROB_1402","Arithmetic","Ratios","10","1","User-Generated","229","3","3","4","3","50","301","0.8874126414952289","1.5","1","2024-08-15 00:00:00"
"PROB_1403","Geometry","Quadrilaterals","8","2","Synthetic","144","8","2","4","4","50","408","0.7973311149660369","1.3","0","2024-08-11 00:00:00"
"PROB_1404","Geometry","Triangles","7","4","NCERT","127","8","4","1","7","50","420","0.6389510467957744","1.9","1","2024-09-21 00:00:00"
"PROB_1405","Probability","Combinations","12","1","NCERT","97","5","4","1","2","13","279","0.9290769877882685","1.3","1","2024-09-21 00:00:00"
"PROB_1406","Algebra","Quadratic Equations","10","3","NCERT","222","3","7","4","3","32","420","0.641397715459802","1.6","0","2024-08-22 00:00:00"
"PROB_1407","Ratios","Inverse Variation","9","5","NCERT","179","4","6","4","8","48","420","0.3719291565236382","2.4","1","2024-09-30 00:00:00"
"PROB_1408","Mensuration","Area","8","1","User-Generated","97","8","6","3","2","13","196","","1.6","1","2024-09-26 00:00:00"
"PROB_1409","Algebra","Polynomials","6","3","Synthetic","256","3","7","4","6","17","393","0.7709900109996565","1.5","1","2024-09-26 00:00:00"
"PROB_1410","Ratios","Ratio and Proportion","8","5","NCERT","194","6","4","4","9","19","420","0.4720779688522852","2.1","1","2024-08-30 00:00:00"
"PROB_1411","Statistics","Standard Deviation","9","4","NCERT","232","2","5","4","7","50","410","0.6097504075177886","1.6","1","2024-10-23 00:00:00"
"PROB_1412","Algebra","Logarithms","10","3","User-Generated","264","7","4","1","6","50","390","0.6908839568482035","1.7","1","2024-10-01 00:00:00"
"PROB_1413","Geometry","Congruence","10","3","User-Generated","205","7","8","1","5","29","420","0.6304966721038421","1.8","0","2024-09-26 00:00:00"
"PROB_1414","Number Theory","Number Patterns","9","5","NCERT","169","3","6","1","10","26","420","","1.9","1","2024-10-31 00:00:00"
"PROB_1415","Arithmetic","Simple Interest","10","1","User-Generated","121","7","4","1","2","34","243","0.8172982412126281","1.7","0","2024-08-30 00:00:00"
"PROB_1416","Algebra","Systems of Equations","11","2","NCERT","153","8","5","2","3","37","310","0.8322133832896735","1.2","1","2024-10-29 00:00:00"
"PROB_1417","Probability","Expected Value","8","2","Synthetic","102","3","8","3","4","30","319","0.6153524314862784","1.8","1","2024-10-19 00:00:00"
"PROB_1418","Algebra","Inequalities","6","1","NCERT","80","2","6","4","5","28","245","","1.9","0","2024-10-22 00:00:00"
"PROB_1419","Number Theory","Modular Arithmetic","12","4","User-Generated","203","4","9","4","8","10","420","0.47594146209092086","2.3","0","2024-10-24 00:00:00"
"PROB_1420","Probability","Combinations","7","1","User-Generated","50","7","7","3","2","20","200","0.8305285673460773","1.1","0","2024-08-28 00:00:00"
"PROB_1421","Mensuration","Volume","10","3","Synthetic","277","4","3","1","7","50","420","0.6234257734720685","1.6","1","2024-10-22 00:00:00"
"PROB_1422","Arithmetic","Percentages","8","3","NCERT","271","8","6","3","4","15","389","0.6789103652667893","1.7","1","2024-09-25 00:00:00"
"PROB_1423","Trigonometry","Heights and Distances","11","1","User-Generated","192","6","6","1","2","50","242","0.830382791923425","1.8","1","2024-10-07 00:00:00"
"PROB_1424","Algebra","Quadratic Equations","10","1","User-Generated","50","8","2","1","2","29","217","0.8481394859438613","1.4","0","2024-08-14 00:00:00"
"PROB_1425","Geometry","Angles","10","4","User-Generated","252","6","5","4","7","18","420","0.5882852438966065","2.1","1","2024-10-27 00:00:00"
"PROB_1426","Arithmetic","Profit and Loss","9","2","NCERT","50","5","3","1","4","18","289","0.5630440085192214","2.1","1","2024-10-10 00:00:00"
"PROB_1427","Geometry","Similarity","10","4","User-Generated","287","6","8","1","6","12","420","","2.2","1","2024-10-13 00:00:00"
"PROB_1428","Geometry","Solid Geometry","8","1","User-Generated","122","3","3","1","2","6","297","0.7134879756018643","1.7","0","2024-10-20 00:00:00"
"PROB_1429","Trigonometry","Heights and Distances","10","3","NCERT","164","4","6","2","7","16","312","0.8437073693337411","1.2","1","2024-08-25 00:00:00"
"PROB_1430","Arithmetic","Simple Interest","7","5","Synthetic","236","4","2","2","9","10","420","0.5445953304874358","2.2","1","2024-08-26 00:00:00"
"PROB_1431","Geometry","Angles","7","3","NCERT","156","8","6","3","3","25","313","0.6707640209368012","1.4","1","2024-08-13 00:00:00"
"PROB_1432","Geometry","Circles","12","4","Synthetic","235","2","9","3","7","37","420","0.5843846712797595","1.8","1","2024-08-31 00:00:00"
"PROB_1433","Number Theory","Number Patterns","10","5","Synthetic","146","3","8","4","6","5","420","0.5327820717190476","2.0","1","2024-10-16 00:00:00"
"PROB_1434","Trigonometry","Identities","9","2","NCERT","183","4","7","1","3","31","339","0.8523715316083389","1.1","1","2024-08-08 00:00:00"
"PROB_1435","Geometry","Angles","12","5","Synthetic","130","4","5","2","10","11","420","0.3734932524099173","2.1","1","2024-11-01 00:00:00"
"PROB_1436","Mensuration","Volume","11","2","Synthetic","99","6","5","4","3","33","270","0.6658907185516423","1.6","1","2024-09-19 00:00:00"
"PROB_1437","Probability","Probability Distributions","9","4","Synthetic","242","6","7","3","6","50","402","0.5660856249786811","1.9","1","2024-08-28 00:00:00"
"PROB_1438","Geometry","Similarity","11","3","Synthetic","56","4","3","1","7","14","346","0.45388846050921405","1.7","0","2024-08-19 00:00:00"
"PROB_1439","Trigonometry","Identities","9","4","NCERT","115","5","5","4","5","22","409","0.600313364869934","1.7","1","2024-08-19 00:00:00"
"PROB_1440","Algebra","Quadratic Equations","7","3","Synthetic","88","7","8","4","6","17","373","0.6878768382622922","1.6","0","2024-08-13 00:00:00"
"PROB_1441","Number Theory","Divisibility","12","2","Synthetic","131","5","4","3","2","21","348","0.8647482580057454","1.5","1","2024-10-23 00:00:00"
"PROB_1442","Arithmetic","Averages","7","5","User-Generated","192","2","5","3","9","9","420","0.4391365726288587","1.9","1","2024-08-30 00:00:00"
"PROB_1443","Ratios","Inverse Variation","12","1","NCERT","129","4","5","3","2","23","238","0.9139149531276062","1.2","0","2024-09-11 00:00:00"
"PROB_1444","Mensuration","Perimeter","10","1","Synthetic","131","4","6","2","2","45","227","","1.7","0","2024-09-27 00:00:00"
"PROB_1445","Statistics","Frequency Distribution","8","3","User-Generated","127","7","4","1","7","32","350","0.6131411586457165","2.6","1","2024-10-27 00:00:00"
"PROB_1446","Statistics","Mean Median Mode","9","2","User-Generated","95","2","6","2","2","24","261","0.8019554265935384","1.1","0","2024-08-27 00:00:00"
"PROB_1447","Ratios","Continued Proportions","8","2","User-Generated","214","6","10","1","2","30","249","0.7315650793639598","1.5","1","2024-09-19 00:00:00"
"PROB_1448","Algebra","Systems of Equations","7","5","NCERT","100","4","5","4","9","8","420","0.5273963430749726","2.4","1","2024-10-18 00:00:00"
"PROB_1449","Geometry","Triangles","9","4","Synthetic","245","6","4","2","8","41","420","0.46366062302053435","2.2","1","2024-09-15 00:00:00"
"PROB_1450","Statistics","Variance","9","3","NCERT","210","2","5","3","6","25","420","0.6734565496863064","1.9","1","2024-08-31 00:00:00"
"PROB_1451","Algebra","Inequalities","12","3","User-Generated","151","6","8","2","6","15","297","","1.3","0","2024-09-05 00:00:00"
"PROB_1452","Mensuration","Perimeter","6","5","Synthetic","170","6","4","2","10","5","420","","2.3","1","2024-10-31 00:00:00"
"PROB_1453","Trigonometry","Identities","8","2","Synthetic","178","3","3","2","3","9","283","0.7400802841689321","1.5","1","2024-09-07 00:00:00"
"PROB_1454","Algebra","Systems of Equations","9","3","NCERT","166","5","5","3","3","40","381","0.6022655111207765","1.8","0","2024-10-03 00:00:00"
"PROB_1455","Arithmetic","Ratios","9","2","Synthetic","81","2","3","4","3","5","319","0.8614957400678214","1.3","0","2024-09-20 00:00:00"
"PROB_1456","Trigonometry","Identities","11","4","NCERT","158","3","4","4","8","50","420","0.5611710620582969","1.7","1","2024-09-24 00:00:00"
"PROB_1457","Mensuration","Perimeter","8","4","NCERT","238","7","4","4","7","39","420","0.49026102590264975","2.1","0","2024-09-02 00:00:00"
"PROB_1458","Algebra","Polynomials","9","2","Synthetic","109","2","4","3","3","50","301","0.7768180008430627","1.2","1","2024-09-28 00:00:00"
"PROB_1459","Probability","Conditional Probability","7","2","User-Generated","138","6","9","4","4","18","275","","1.5","1","2024-08-27 00:00:00"
"PROB_1460","Algebra","Quadratic Equations","9","1","NCERT","173","3","10","1","2","43","237","0.9084367180522258","1.1","1","2024-10-13 00:00:00"
"PROB_1461","Statistics","Variance","12","3","User-Generated","174","3","9","4","8","50","363","0.7426816397332192","1.3","1","2024-08-04 00:00:00"
"PROB_1462","Geometry","Circles","10","1","NCERT","118","5","2","3","2","15","202","0.8898139488835192","1.3","0","2024-10-20 00:00:00"
"PROB_1463","Statistics","Frequency Distribution","12","3","Synthetic","66","4","6","2","7","50","365","0.5133417608017428","1.6","1","2024-08-27 00:00:00"
"PROB_1464","Algebra","Linear Equations","9","2","Synthetic","199","6","4","1","6","19","270","0.7686511255180407","1.4","0","2024-10-31 00:00:00"
"PROB_1465","Mensuration","Volume","9","3","User-Generated","281","6","8","3","5","50","420","","2.0","1","2024-10-17 00:00:00"
"PROB_1466","Probability","Permutations","6","4","User-Generated","201","3","7","4","6","31","392","0.6689886621798914","1.6","1","2024-09-30 00:00:00"
"PROB_1467","Geometry","Quadrilaterals","7","2","NCERT","122","3","9","1","6","14","297","0.6345124334799799","1.6","1","2024-09-11 00:00:00"
"PROB_1468","Probability","Permutations","8","5","User-Generated","116","3","6","1","9","31","420","","1.0","1","2024-09-07 00:00:00"
"PROB_1469","Trigonometry","Equations","9","2","NCERT","197","4","3","1","4","50","331","0.612789409709875","1.7","1","2024-10-14 00:00:00"
"PROB_1470","Geometry","Quadrilaterals","7","5","NCERT","119","8","6","2","10","38","420","0.3113652228132566","2.1","1","2024-09-18 00:00:00"
"PROB_1471","Algebra","Polynomials","10","1","User-Generated","223","3","4","3","2","18","280","0.9063808315688762","1.2","1","2024-09-30 00:00:00"
"PROB_1472","Mensuration","Perimeter","11","3","NCERT","113","4","6","4","7","17","355","0.6602660867246721","1.5","0","2024-08-09 00:00:00"
"PROB_1473","Mensuration","Curved Surface Area","7","3","User-Generated","163","2","4","2","3","15","315","","2.4","1","2024-08-19 00:00:00"
"PROB_1474","Ratios","Direct Variation","9","3","User-Generated","211","4","7","4","5","8","393","0.7522296418949724","1.4","0","2024-08-12 00:00:00"
"PROB_1475","Probability","Probability Distributions","7","1","NCERT","139","8","3","3","2","21","266","0.8442660673668737","1.2","1","2024-09-24 00:00:00"
"PROB_1476","Arithmetic","Ratios","6","3","User-Generated","206","2","6","4","5","19","342","0.6150899245746958","2.1","1","2024-08-08 00:00:00"
"PROB_1477","Probability","Basic Probability","8","3","User-Generated","169","5","5","2","5","26","368","0.6430828210788792","1.7","1","2024-08-28 00:00:00"
"PROB_1478","Arithmetic","Averages","9","1","Synthetic","103","5","2","4","2","50","191","0.7704178436522203","1.5","0","2024-10-29 00:00:00"
"PROB_1479","Probability","Expected Value","8","3","User-Generated","248","7","6","1","7","20","420","0.8201333496839183","1.0","1","2024-10-22 00:00:00"
"PROB_1480","Geometry","Coordinate Geometry","10","5","NCERT","137","4","6","1","9","46","420","0.5683825573029121","2.0","1","2024-10-08 00:00:00"
"PROB_1481","Trigonometry","Equations","10","1","User-Generated","195","7","7","1","3","9","314","0.95","1.0","1","2024-08-20 00:00:00"
"PROB_1482","Probability","Permutations","11","5","User-Generated","136","4","7","3","10","7","420","0.4595293740464865","1.7","1","2024-10-03 00:00:00"
"PROB_1483","Geometry","Solid Geometry","6","3","Synthetic","187","6","3","1","5","7","358","0.6270956422440251","2.2","1","2024-10-06 00:00:00"
"PROB_1484","Arithmetic","Ratios","8","4","User-Generated","284","2","5","4","9","17","420","0.695851130561995","1.4","1","2024-09-14 00:00:00"
"PROB_1485","Geometry","Coordinate Geometry","6","5","NCERT","136","8","4","3","10","16","420","0.3704118335042173","2.3","1","2024-08-28 00:00:00"
"PROB_1486","Number Theory","Number Patterns","9","2","User-Generated","182","8","4","3","6","14","366","0.865786815729668","1.3","1","2024-09-01 00:00:00"
"PROB_1487","Ratios","Direct Variation","10","5","User-Generated","153","8","2","4","9","25","386","0.4131953140539176","1.8","1","2024-09-21 00:00:00"
"PROB_1488","Geometry","Solid Geometry","8","2","User-Generated","164","5","3","1","5","21","363","0.8415488406654195","1.0","1","2024-08-05 00:00:00"
"PROB_1489","Algebra","Logarithms","11","1","User-Generated","121","8","8","1","2","50","250","0.8163852942614201","1.3","0","2024-10-04 00:00:00"
"PROB_1490","Algebra","Factorization","11","3","Synthetic","150","7","3","4","4","26","356","0.7370108263885332","1.7","1","2024-08-12 00:00:00"
"PROB_1491","Geometry","Angles","10","3","NCERT","122","4","6","2","5","17","350","0.7796280758003277","1.3","1","2024-09-19 00:00:00"
"PROB_1492","Algebra","Logarithms","11","1","User-Generated","50","6","4","3","3","25","159","","1.1","0","2024-09-29 00:00:00"
"PROB_1493","Ratios","Continued Proportions","11","5","User-Generated","144","2","9","4","10","49","420","0.5134110598282184","1.9","1","2024-08-21 00:00:00"
"PROB_1494","Algebra","Inequalities","8","2","User-Generated","263","7","4","1","2","18","358","0.6933830101433557","1.6","1","2024-09-29 00:00:00"
"PROB_1495","Trigonometry","Equations","8","5","User-Generated","162","2","8","3","9","41","420","0.39864276272734084","2.4","0","2024-08-05 00:00:00"
"PROB_1496","Mensuration","Curved Surface Area","9","2","User-Generated","156","2","9","4","5","21","258","0.7482335619625337","1.2","1","2024-10-27 00:00:00"
"PROB_1497","Algebra","Exponents","8","3","Synthetic","88","5","5","1","6","32","370","0.6268631881324784","1.8","1","2024-08-07 00:00:00"
"PROB_1498","Mensuration","Perimeter","9","2","User-Generated","227","6","7","1","4","50","323","","1.3","1","2024-08-16 00:00:00"
"PROB_1499","Probability","Conditional Probability","10","2","Synthetic","50","3","5","4","3","26","202","0.6610213600036006","2.0","1","2024-08-11 00:00:00"
"PROB_1500","Algebra","Polynomials","12","2","NCERT","199","8","7","2","2","46","294","0.7143512226982199","1.5","0","2024-10-04 00:00:00"
"PROB_1501","Mensuration","Volume","7","5","Synthetic","87","7","9","1","9","11","420","","2.2","1","2024-10-30 00:00:00"
"PROB_1502","Algebra","Linear Equations","10","3","NCERT","184","4","8","2","6","23","368","","2.0","1","2024-10-09 00:00:00"
"PROB_1503","Statistics","Data Interpretation","7","2","Synthetic","167","5","10","4","3","25","337","0.7934597109968202","1.4","1","2024-08-20 00:00:00"
"PROB_1504","Geometry","Angles","10","5","Synthetic","267","2","6","3","9","18","420","0.4565528730718014","2.3","1","2024-08-27 00:00:00"
"PROB_1505","Arithmetic","Profit and Loss","11","2","Synthetic","139","7","8","1","3","23","336","0.7569485951771616","1.8","1","2024-09-30 00:00:00"
"PROB_1506","Trigonometry","Angles","10","3","NCERT","200","7","7","2","9","15","420","0.6363022705002992","1.8","1","2024-10-30 00:00:00"
"PROB_1507","Statistics","Mean Median Mode","9","1","User-Generated","270","4","9","2","2","15","328","0.8439356010183787","1.7","1","2024-09-17 00:00:00"
"PROB_1508","Probability","Expected Value","12","2","User-Generated","124","6","6","3","6","36","330","0.7497870725338115","1.6","1","2024-09-07 00:00:00"
"PROB_1509","Statistics","Mean Median Mode","8","4","Synthetic","146","2","5","1","6","50","405","0.4718696227512927","2.2","0","2024-09-08 00:00:00"
"PROB_1510","Probability","Conditional Probability","6","2","User-Generated","212","3","4","3","4","50","351","","1.3","1","2024-10-27 00:00:00"
"PROB_1511","Arithmetic","Time and Work","11","1","NCERT","211","5","6","4","2","46","287","0.95","1.0","0","2024-09-19 00:00:00"
"PROB_1512","Algebra","Logarithms","9","1","Synthetic","191","7","5","2","4","7","293","0.95","1.3","0","2024-09-12 00:00:00"
"PROB_1513","Number Theory","Number Patterns","9","3","Synthetic","179","2","4","1","5","50","414","0.6820412665044284","1.7","1","2024-09-18 00:00:00"
"PROB_1514","Probability","Conditional Probability","11","5","NCERT","300","8","8","2","8","15","420","0.5402024808151751","1.8","0","2024-10-13 00:00:00"
"PROB_1515","Probability","Combinations","11","3","User-Generated","99","4","3","4","6","24","394","0.7020144602550376","1.7","1","2024-09-30 00:00:00"
"PROB_1516","Probability","Basic Probability","12","1","User-Generated","126","2","4","2","2","34","225","0.8942072438595402","1.4","0","2024-08-30 00:00:00"
"PROB_1517","Geometry","Coordinate Geometry","8","3","Synthetic","196","7","5","1","5","7","330","0.6554741049908898","1.7","1","2024-10-31 00:00:00"
"PROB_1518","Algebra","Logarithms","9","2","NCERT","186","5","2","2","3","7","265","0.805018674113558","1.4","1","2024-10-30 00:00:00"
"PROB_1519","Arithmetic","Speed Distance Time","7","3","NCERT","230","3","7","4","7","35","420","0.5107312248404017","1.9","1","2024-09-20 00:00:00"
"PROB_1520","Ratios","Ratio and Proportion","7","3","NCERT","117","3","6","4","5","12","406","0.6721549481122263","1.3","0","2024-08-15 00:00:00"
"PROB_1521","Algebra","Exponents","7","5","NCERT","95","6","3","4","10","25","420","0.487313938733197","1.9","1","2024-08-30 00:00:00"
"PROB_1522","Trigonometry","Trigonometric Ratios","9","1","NCERT","233","5","7","1","2","50","304","","1.4","1","2024-08-14 00:00:00"
"PROB_1523","Probability","Combinations","8","5","NCERT","139","4","6","1","9","50","420","0.45851470682272955","1.9","0","2024-08-30 00:00:00"
"PROB_1524","Probability","Permutations","9","1","NCERT","147","3","2","1","2","50","197","0.95","1.1","1","2024-09-29 00:00:00"
"PROB_1525","Mensuration","Volume","9","1","User-Generated","111","5","5","1","2","12","241","0.95","1.6","1","2024-09-05 00:00:00"
"PROB_1526","Probability","Conditional Probability","9","2","User-Generated","139","4","5","4","4","18","332","","1.7","0","2024-08-08 00:00:00"
