interaction_id,user_id,problem_id,session_id,timestamp,time_of_day,day_of_week,days_since_last_session,grade_level,study_hours_per_week,previous_math_score,tutoring_received,learning_style,device_type,topic,difficulty_level,problem_length_words,equation_count,attempt_number,hint_used,response_time_seconds,user_accuracy,confidence_rating,solver_success,user_feedback_rating
INT_1038,USR_002,PROB_056,SES_0203,2024-09-16 01:52:41,night,Monday,43,12,9,50,yes,auditory,desktop,Geometry,2,208,2,1,yes,238,1,3,0,
INT_1039,USR_039,PROB_028,SES_0757,2024-09-24 19:51:51,evening,Tuesday,-71,12,5,70,no,visual,mobile,Geometry,3,144,4,2,no,383,1,5,1,4
INT_1040,USR_032,PROB_060,SES_0684,2024-10-18 10:14:19,morning,Friday,50,6,6,30,yes,visual,tablet,Calculus,2,157,1,5,no,206,1,4,1,4
INT_1041,USR_032,PROB_142,SES_0346,2024-09-11 23:48:58,night,Wednesday,-62,7,13,39,no,reading/writing,tablet,Geometry,3,84,1,2,no,297,1,3,1,5
INT_1042,USR_006,PROB_196,SES_0688,2024-10-16 14:10:14,afternoon,Wednesday,8,6,7,67,no,reading/writing,desktop,Ratios,1,247,1,3,no,72,0,1,0,1
INT_1043,USR_065,PROB_119,SES_0126,2024-09-16 12:51:16,afternoon,Monday,76,9,13,59,no,visual,mobile,Geometry,2,174,2,5,no,156,1,5,1,
INT_1044,USR_039,PROB_129,SES_0867,2024-09-11 22:29:42,night,Wednesday,-44,9,5,50,no,kinesthetic,tablet,Trigonometry,2,225,2,5,no,260,0,2,0,
INT_1045,USR_054,PROB_110,SES_0257,2024-08-18 00:28:41,night,Sunday,6,11,8,48,no,visual,desktop,Arithmetic,2,291,2,3,no,438,1,4,0,1
INT_1046,USR_068,PROB_111,SES_0740,2024-10-04 15:38:03,afternoon,Friday,14,11,5,63,no,reading/writing,desktop,Arithmetic,3,95,1,1,yes,280,0,1,1,5
INT_1047,USR_078,PROB_198,SES_0149,2024-09-30 06:36:26,morning,Monday,-69,8,14,87,no,kinesthetic,mobile,Ratios,3,99,3,3,no,170,0,2,1,4
INT_1048,USR_045,PROB_066,SES_0163,2024-09-25 02:37:45,night,Wednesday,-83,7,13,63,yes,auditory,tablet,Arithmetic,4,270,2,4,no,386,0,1,0,1
INT_1049,USR_014,PROB_028,SES_0780,2024-08-10 14:53:23,afternoon,Saturday,76,9,11,45,no,visual,tablet,Probability,3,64,3,1,no,164,0,2,1,3
INT_1050,USR_005,PROB_096,SES_0180,2024-08-14 13:37:00,afternoon,Wednesday,-37,10,7,53,yes,auditory,desktop,Trigonometry,1,296,4,3,yes,321,1,5,1,4
INT_1051,USR_010,PROB_016,SES_0433,2024-10-09 00:55:04,night,Wednesday,25,9,5,57,no,visual,tablet,Arithmetic,3,164,3,1,yes,212,0,1,1,3
INT_1052,USR_059,PROB_047,SES_0260,2024-09-05 12:36:14,afternoon,Thursday,-62,12,12,50,no,reading/writing,tablet,Arithmetic,1,284,2,2,no,337,0,2,1,2
INT_1053,USR_045,PROB_158,SES_0747,2024-10-18 17:20:06,evening,Friday,88,10,8,58,yes,auditory,tablet,Probability,1,188,3,1,no,304,1,3,1,5
INT_1054,USR_055,PROB_016,SES_0129,2024-09-25 22:26:28,night,Wednesday,11,11,10,51,no,auditory,desktop,Mensuration,1,141,4,2,yes,215,1,4,0,2
INT_1055,USR_070,PROB_112,SES_0309,2024-08-01 13:47:31,afternoon,Thursday,3,12,11,32,yes,visual,desktop,Geometry,2,194,4,4,no,303,1,5,1,5
INT_1056,USR_031,PROB_159,SES_0034,2024-09-05 08:34:36,morning,Thursday,-82,10,8,52,no,kinesthetic,mobile,Arithmetic,2,102,1,5,yes,200,0,1,1,3
INT_1057,USR_008,PROB_030,SES_0634,2024-08-29 10:18:21,morning,Thursday,84,6,8,81,no,kinesthetic,desktop,Arithmetic,3,209,1,3,yes,219,0,4,1,3
INT_1058,USR_001,PROB_138,SES_0028,2024-09-14 18:47:47,evening,Saturday,47,11,8,45,yes,kinesthetic,tablet,Geometry,3,91,3,1,no,216,1,4,1,5
INT_1059,USR_008,PROB_031,SES_0147,2024-09-01 15:25:12,afternoon,Sunday,-71,9,12,69,no,kinesthetic,mobile,Geometry,2,282,1,1,no,211,0,1,0,2
INT_1060,USR_013,PROB_151,SES_0136,2024-08-24 12:28:04,afternoon,Saturday,89,7,6,91,no,reading/writing,mobile,Trigonometry,1,268,4,2,yes,230,1,4,1,5
INT_1061,USR_019,PROB_180,SES_0027,2024-10-19 13:07:28,afternoon,Saturday,-32,6,5,50,no,kinesthetic,tablet,Probability,5,119,1,1,yes,456,0,1,0,
INT_1062,USR_013,PROB_070,SES_0215,2024-08-18 03:37:40,night,Sunday,-64,8,8,36,no,reading/writing,tablet,Number Theory,2,168,2,1,no,224,0,3,0,5
INT_1063,USR_065,PROB_140,SES_0242,2024-10-30 08:40:51,morning,Wednesday,82,8,13,44,no,visual,tablet,Statistics,3,173,2,2,no,345,1,3,1,3
INT_1064,USR_076,PROB_143,SES_0441,2024-09-15 03:22:55,night,Sunday,68,6,7,73,no,kinesthetic,tablet,Mensuration,1,64,3,1,no,189,1,5,1,4
INT_1065,USR_100,PROB_083,SES_0717,2024-09-25 22:50:30,night,Wednesday,-56,9,7,32,no,kinesthetic,tablet,Calculus,3,82,3,3,yes,305,1,5,1,4
INT_1066,USR_075,PROB_101,SES_0173,2024-10-11 05:11:11,morning,Friday,-1,6,6,53,no,reading/writing,mobile,Mensuration,3,164,1,2,no,293,0,1,0,1
INT_1067,USR_021,PROB_063,SES_0945,2024-09-05 02:18:36,night,Thursday,56,7,14,31,no,reading/writing,tablet,Probability,3,262,3,1,no,401,0,4,1,1
INT_1068,USR_075,PROB_093,SES_0441,2024-08-25 05:04:30,morning,Sunday,-18,11,5,32,no,visual,mobile,Geometry,2,197,1,2,yes,214,1,2,1,3
INT_1069,USR_076,PROB_057,SES_0392,2024-08-01 22:02:26,night,Thursday,-85,10,7,89,no,visual,tablet,Trigonometry,3,121,2,5,no,396,1,2,1,4
INT_1070,USR_028,PROB_182,SES_0539,2024-10-31 11:00:00,morning,Thursday,56,8,8,89,yes,kinesthetic,tablet,Geometry,1,163,3,3,no,107,1,3,1,4
INT_1071,USR_002,PROB_165,SES_0960,2024-10-19 08:18:45,morning,Saturday,-67,9,9,47,no,visual,tablet,Ratios,3,120,3,1,no,274,0,1,1,3
INT_1072,USR_062,PROB_108,SES_0916,2024-08-05 13:54:44,afternoon,Monday,-37,12,9,67,yes,visual,tablet,Trigonometry,3,257,1,1,yes,363,1,4,1,4
INT_1073,USR_079,PROB_145,SES_0194,2024-08-23 09:44:11,morning,Friday,-80,7,9,58,no,kinesthetic,tablet,Geometry,2,246,2,1,yes,409,1,5,1,4
INT_1074,USR_073,PROB_195,SES_0012,2024-08-22 11:55:18,morning,Thursday,47,8,8,78,no,auditory,tablet,Statistics,1,195,1,3,yes,155,1,5,1,5
INT_1075,USR_001,PROB_153,SES_0348,2024-08-30 16:55:21,afternoon,Friday,70,8,12,64,yes,reading/writing,desktop,Mensuration,2,110,2,2,yes,109,1,4,1,4
INT_1076,USR_055,PROB_013,SES_0313,2024-10-02 20:40:26,evening,Wednesday,-66,8,8,88,no,kinesthetic,tablet,Arithmetic,2,167,1,3,yes,364,1,5,1,4
INT_1077,USR_054,PROB_120,SES_0135,2024-10-26 12:48:14,afternoon,Saturday,13,10,6,77,no,visual,desktop,Ratios,3,259,2,3,yes,362,0,2,1,4
INT_1078,USR_002,PROB_199,SES_0530,2024-09-09 10:02:44,morning,Monday,26,11,13,79,yes,auditory,tablet,Trigonometry,1,242,3,1,no,188,1,3,1,4
INT_1079,USR_028,PROB_007,SES_0406,2024-10-01 20:28:42,evening,Tuesday,-36,6,11,90,no,visual,desktop,Probability,2,96,3,2,no,188,1,4,1,
INT_1080,USR_003,PROB_198,SES_0525,2024-09-27 16:41:32,afternoon,Friday,20,8,8,94,no,visual,tablet,Calculus,4,242,1,2,yes,444,1,4,1,4
INT_1081,USR_062,PROB_103,SES_0025,2024-09-10 20:20:54,evening,Tuesday,-85,12,15,68,no,auditory,mobile,Calculus,1,65,1,4,no,153,1,2,1,4
INT_1082,USR_053,PROB_101,SES_0211,2024-08-24 01:48:04,night,Saturday,12,12,7,31,no,auditory,desktop,Number Theory,3,70,3,2,no,328,0,1,0,5
INT_1083,USR_099,PROB_053,SES_0792,2024-08-30 14:05:29,afternoon,Friday,-89,10,11,69,no,auditory,tablet,Number Theory,4,124,1,1,no,223,1,5,0,3
INT_1084,USR_031,PROB_084,SES_0310,2024-10-27 20:38:44,evening,Sunday,-86,6,9,75,no,reading/writing,tablet,Algebra,2,147,2,1,yes,145,1,3,1,4
INT_1085,USR_035,PROB_060,SES_0575,2024-10-05 23:49:17,night,Saturday,78,12,8,36,no,visual,tablet,Statistics,2,78,2,2,no,226,1,4,1,5
INT_1086,USR_044,PROB_166,SES_0541,2024-10-14 01:06:24,night,Monday,76,12,9,48,no,visual,tablet,Algebra,4,101,4,3,yes,303,0,3,0,1
INT_1087,USR_007,PROB_053,SES_0032,2024-10-05 20:34:02,evening,Saturday,42,11,6,88,yes,auditory,desktop,Probability,2,203,4,2,no,273,1,5,1,5
INT_1088,USR_085,PROB_005,SES_0469,2024-08-19 16:32:42,afternoon,Monday,58,8,14,53,no,reading/writing,desktop,Mensuration,1,72,1,2,no,237,1,2,1,5
INT_1089,USR_022,PROB_121,SES_0416,2024-09-20 04:00:35,night,Friday,-82,10,7,32,yes,visual,tablet,Algebra,1,212,3,1,no,227,1,5,1,4
INT_1090,USR_077,PROB_098,SES_0646,2024-10-23 05:41:16,morning,Wednesday,-5,10,15,92,no,visual,mobile,Algebra,5,238,3,4,no,429,0,1,1,3
INT_1091,USR_075,PROB_024,SES_0962,2024-08-20 07:29:23,morning,Tuesday,-27,6,7,64,no,reading/writing,desktop,Algebra,2,113,2,3,no,193,0,3,0,3
INT_1092,USR_089,PROB_079,SES_0044,2024-09-15 11:14:44,morning,Sunday,18,8,13,40,no,reading/writing,tablet,Mensuration,2,223,1,1,no,383,1,5,1,3
INT_1093,USR_092,PROB_146,SES_0463,2024-10-03 07:33:23,morning,Thursday,-20,11,11,82,yes,auditory,mobile,Arithmetic,1,159,1,2,no,276,1,5,1,3
INT_1094,USR_075,PROB_080,SES_0581,2024-10-02 21:57:11,night,Wednesday,-56,11,5,62,yes,reading/writing,mobile,Probability,1,296,2,3,yes,237,1,2,1,5
INT_1095,USR_023,PROB_049,SES_0914,2024-09-14 12:39:37,afternoon,Saturday,63,11,7,61,yes,reading/writing,tablet,Statistics,2,181,2,2,no,294,1,5,0,1
INT_1096,USR_023,PROB_013,SES_0536,2024-09-02 19:52:15,evening,Monday,-66,8,8,54,no,visual,mobile,Probability,1,153,1,1,yes,212,1,4,1,4
INT_1097,USR_079,PROB_186,SES_0765,2024-08-09 09:47:41,morning,Friday,79,7,5,66,no,visual,mobile,Mensuration,5,80,1,2,no,206,0,4,1,1
INT_1098,USR_079,PROB_139,SES_0446,2024-10-22 10:53:42,morning,Tuesday,8,8,7,47,yes,visual,tablet,Number Theory,3,298,3,1,no,287,0,4,0,5
INT_1099,USR_055,PROB_156,SES_0966,2024-08-14 19:16:35,evening,Wednesday,68,9,7,34,no,kinesthetic,tablet,Statistics,3,83,3,1,no,252,0,4,1,2
INT_1100,USR_068,PROB_111,SES_0586,2024-09-12 15:09:48,afternoon,Thursday,76,11,15,67,no,visual,tablet,Arithmetic,2,253,4,2,yes,328,0,1,0,3
INT_1101,USR_041,PROB_104,SES_0100,2024-08-02 01:31:31,night,Friday,36,7,15,51,yes,kinesthetic,mobile,Arithmetic,5,157,1,2,no,366,1,2,1,5
INT_1102,USR_077,PROB_185,SES_0073,2024-10-15 06:33:30,morning,Tuesday,-41,7,12,35,yes,auditory,tablet,Mensuration,3,120,3,1,no,165,1,4,0,2
INT_1103,USR_017,PROB_199,SES_0231,2024-09-10 02:59:56,night,Tuesday,-89,11,12,82,yes,visual,tablet,Algebra,1,300,4,2,no,296,1,4,1,5
INT_1104,USR_076,PROB_089,SES_0081,2024-09-04 11:24:12,morning,Wednesday,-25,6,14,39,no,kinesthetic,desktop,Algebra,4,138,2,3,no,364,1,3,1,5
INT_1105,USR_080,PROB_101,SES_0686,2024-09-16 07:38:42,morning,Monday,-61,9,5,92,no,visual,mobile,Mensuration,2,52,2,4,no,185,1,3,1,5
INT_1106,USR_098,PROB_064,SES_0619,2024-10-31 17:09:11,evening,Thursday,-70,12,13,33,no,reading/writing,tablet,Probability,1,246,4,3,yes,275,1,5,1,4
INT_1107,USR_089,PROB_191,SES_0022,2024-10-24 14:34:34,afternoon,Thursday,-87,7,11,71,yes,kinesthetic,mobile,Trigonometry,4,122,3,3,yes,277,0,1,1,1
INT_1108,USR_025,PROB_155,SES_0480,2024-09-08 08:54:01,morning,Sunday,38,10,5,85,no,reading/writing,mobile,Number Theory,2,93,1,3,yes,222,1,2,1,5
INT_1109,USR_037,PROB_057,SES_0081,2024-08-12 06:43:54,morning,Monday,-53,12,11,78,yes,kinesthetic,desktop,Mensuration,2,191,2,1,yes,250,1,3,0,2
INT_1110,USR_038,PROB_117,SES_0818,2024-10-27 21:10:09,night,Sunday,-86,8,8,90,no,reading/writing,tablet,Mensuration,5,143,3,1,no,353,1,2,1,5
INT_1111,USR_082,PROB_051,SES_0082,2024-09-26 02:18:24,night,Thursday,-72,12,14,73,no,kinesthetic,tablet,Calculus,2,255,2,2,no,231,0,2,1,1
INT_1112,USR_030,PROB_004,SES_0142,2024-09-19 02:47:34,night,Thursday,-13,6,7,77,no,reading/writing,mobile,Arithmetic,3,282,2,2,yes,331,1,4,0,2
INT_1113,USR_002,PROB_095,SES_0046,2024-08-17 23:33:56,night,Saturday,74,6,15,84,yes,visual,desktop,Statistics,2,200,1,4,no,363,1,5,0,2
INT_1114,USR_019,PROB_094,SES_0139,2024-08-03 19:16:21,evening,Saturday,-50,11,8,88,no,reading/writing,desktop,Number Theory,4,143,1,1,no,271,0,2,0,2
INT_1115,USR_018,PROB_119,SES_0358,2024-10-03 09:42:20,morning,Thursday,-25,12,9,47,yes,kinesthetic,desktop,Statistics,1,296,2,3,no,335,1,2,1,3
INT_1116,USR_071,PROB_153,SES_0399,2024-09-14 20:22:33,evening,Saturday,-36,8,9,72,no,reading/writing,mobile,Probability,2,202,3,2,yes,322,1,2,1,4
INT_1117,USR_053,PROB_027,SES_0831,2024-09-23 04:19:34,night,Monday,18,6,12,31,yes,auditory,tablet,Trigonometry,1,54,1,2,no,173,1,4,0,3
INT_1118,USR_009,PROB_113,SES_0236,2024-10-26 23:40:05,night,Saturday,18,9,6,70,no,kinesthetic,desktop,Calculus,1,196,1,1,yes,253,0,1,0,1
INT_1119,USR_091,PROB_097,SES_0992,2024-09-03 23:47:23,night,Tuesday,-36,6,15,70,no,reading/writing,desktop,Algebra,3,131,3,1,no,196,0,3,1,3
INT_1120,USR_096,PROB_077,SES_0868,2024-10-31 12:37:13,afternoon,Thursday,19,8,11,45,no,auditory,tablet,Number Theory,2,176,1,3,no,299,1,1,1,
INT_1121,USR_024,PROB_063,SES_0764,2024-10-28 15:54:30,afternoon,Monday,-68,10,9,61,no,visual,desktop,Probability,3,91,1,2,no,300,0,4,0,3
INT_1122,USR_028,PROB_175,SES_0137,2024-08-27 18:55:25,evening,Tuesday,-16,8,5,53,no,auditory,tablet,Arithmetic,5,245,1,2,no,229,1,4,1,4
INT_1123,USR_057,PROB_122,SES_0941,2024-08-31 19:59:45,evening,Saturday,-50,7,13,73,no,visual,mobile,Arithmetic,4,225,1,2,yes,384,1,2,1,5
INT_1124,USR_067,PROB_072,SES_0301,2024-08-18 06:19:31,morning,Sunday,78,6,14,49,no,visual,desktop,Calculus,1,134,3,4,yes,106,0,2,1,
INT_1125,USR_057,PROB_083,SES_0447,2024-10-12 22:38:39,night,Saturday,-73,7,13,58,yes,visual,desktop,Trigonometry,2,251,1,1,no,364,0,3,1,2
INT_1126,USR_017,PROB_127,SES_0461,2024-09-29 14:13:13,afternoon,Sunday,-71,9,13,34,no,reading/writing,tablet,Calculus,2,57,4,2,yes,273,1,3,1,4
INT_1127,USR_080,PROB_129,SES_0816,2024-09-08 04:40:18,night,Sunday,-69,11,5,90,no,kinesthetic,desktop,Algebra,1,83,3,1,no,150,1,4,1,4
INT_1128,USR_054,PROB_036,SES_0381,2024-10-12 00:53:59,night,Saturday,20,12,7,31,no,auditory,desktop,Trigonometry,1,98,3,3,yes,176,1,5,1,4
INT_1129,USR_053,PROB_187,SES_0073,2024-09-06 18:28:17,evening,Friday,-10,10,12,56,yes,auditory,desktop,Number Theory,4,223,2,2,no,324,0,5,1,5
INT_1130,USR_065,PROB_110,SES_0036,2024-10-15 23:39:56,night,Tuesday,-10,12,10,31,no,auditory,mobile,Trigonometry,1,248,3,1,yes,247,1,5,1,3
INT_1131,USR_021,PROB_184,SES_0562,2024-10-14 22:59:56,night,Monday,46,12,15,39,no,visual,tablet,Number Theory,3,123,2,1,yes,304,0,1,1,4
INT_1132,USR_021,PROB_036,SES_0932,2024-08-25 18:33:45,evening,Sunday,-13,9,9,52,no,auditory,tablet,Trigonometry,4,233,2,2,no,255,1,5,1,3
INT_1133,USR_058,PROB_135,SES_0659,2024-10-09 20:30:03,evening,Wednesday,-6,11,13,67,yes,visual,tablet,Geometry,3,237,1,3,no,446,1,3,1,4
INT_1134,USR_035,PROB_101,SES_0026,2024-10-26 10:32:27,morning,Saturday,85,9,14,64,no,reading/writing,mobile,Statistics,1,111,4,4,no,181,1,3,1,
INT_1135,USR_070,PROB_016,SES_0588,2024-08-19 13:05:24,afternoon,Monday,12,7,5,42,no,kinesthetic,tablet,Calculus,2,225,2,5,yes,265,1,4,1,5
INT_1136,USR_064,PROB_091,SES_0103,2024-08-23 08:30:27,morning,Friday,-20,6,5,36,no,reading/writing,tablet,Statistics,3,251,3,4,no,286,0,1,0,1
INT_1137,USR_014,PROB_040,SES_0180,2024-09-02 09:16:04,morning,Monday,41,10,14,90,no,visual,mobile,Arithmetic,2,101,2,4,no,212,0,3,1,4
INT_1138,USR_094,PROB_017,SES_0464,2024-08-03 07:26:12,morning,Saturday,-79,10,9,64,yes,auditory,desktop,Trigonometry,1,65,1,3,yes,96,0,3,1,
INT_1139,USR_078,PROB_199,SES_0894,2024-09-05 23:04:13,night,Thursday,-22,11,14,31,no,reading/writing,desktop,Geometry,3,260,2,2,no,222,1,5,1,4
INT_1140,USR_020,PROB_143,SES_0276,2024-08-15 06:23:24,morning,Thursday,66,8,13,31,yes,visual,tablet,Arithmetic,3,140,3,2,no,318,0,2,1,3
INT_1141,USR_082,PROB_058,SES_0587,2024-09-02 21:01:56,night,Monday,-4,10,15,35,yes,reading/writing,mobile,Probability,1,233,2,1,no,180,1,1,1,
INT_1142,USR_068,PROB_154,SES_0999,2024-08-18 10:33:17,morning,Sunday,66,12,5,89,yes,kinesthetic,mobile,Algebra,4,108,1,3,no,221,1,4,1,5
INT_1143,USR_015,PROB_169,SES_0317,2024-08-09 16:57:27,afternoon,Friday,-22,11,13,50,yes,auditory,desktop,Ratios,2,251,2,4,no,325,1,3,1,5
INT_1144,USR_029,PROB_044,SES_0995,2024-09-24 00:47:41,night,Tuesday,2,11,13,78,no,kinesthetic,mobile,Calculus,3,157,3,1,no,266,0,5,0,
INT_1145,USR_052,PROB_047,SES_0864,2024-10-15 06:42:41,morning,Tuesday,84,6,10,41,no,visual,tablet,Statistics,2,178,1,3,no,355,1,5,1,4
INT_1146,USR_003,PROB_108,SES_0951,2024-08-20 07:08:29,morning,Tuesday,-54,7,15,90,yes,visual,mobile,Probability,5,108,2,4,yes,470,1,5,1,4
INT_1147,USR_092,PROB_139,SES_0643,2024-10-21 14:03:42,afternoon,Monday,51,8,12,87,no,kinesthetic,mobile,Calculus,3,157,2,1,no,218,0,4,1,4
INT_1148,USR_058,PROB_192,SES_0216,2024-09-29 16:04:22,afternoon,Sunday,59,6,10,93,no,kinesthetic,tablet,Statistics,2,205,3,3,yes,303,1,3,1,4
INT_1149,USR_068,PROB_006,SES_0882,2024-08-20 00:43:30,night,Tuesday,12,6,7,60,no,visual,mobile,Geometry,3,289,2,3,yes,503,1,5,1,3
INT_1150,USR_073,PROB_166,SES_0809,2024-10-09 16:41:24,afternoon,Wednesday,77,12,6,95,no,visual,desktop,Calculus,3,51,4,2,no,129,1,1,0,1
INT_1151,USR_062,PROB_200,SES_0151,2024-10-15 17:09:24,evening,Tuesday,51,10,8,58,yes,reading/writing,desktop,Mensuration,4,205,4,5,yes,253,0,2,0,2
INT_1152,USR_067,PROB_187,SES_0886,2024-08-29 06:21:22,morning,Thursday,86,9,5,92,no,visual,mobile,Arithmetic,2,75,2,1,yes,212,1,3,1,
INT_1153,USR_017,PROB_165,SES_0096,2024-10-07 15:39:38,afternoon,Monday,82,11,8,65,no,kinesthetic,tablet,Algebra,5,129,2,2,yes,600,1,3,1,2
INT_1154,USR_090,PROB_027,SES_0771,2024-08-20 07:41:50,morning,Tuesday,-8,12,5,55,no,reading/writing,mobile,Ratios,3,210,3,4,no,297,1,5,1,5
INT_1155,USR_080,PROB_115,SES_0551,2024-08-07 04:14:40,night,Wednesday,-13,12,15,64,no,kinesthetic,tablet,Trigonometry,3,299,2,4,yes,455,1,3,1,4
INT_1156,USR_039,PROB_006,SES_0068,2024-09-25 06:08:39,morning,Wednesday,-9,9,8,93,no,auditory,mobile,Ratios,2,199,4,2,no,399,0,4,1,2
INT_1157,USR_066,PROB_101,SES_0985,2024-10-11 23:13:45,night,Friday,-81,7,14,41,yes,kinesthetic,desktop,Mensuration,3,214,1,4,yes,364,0,2,1,3
INT_1158,USR_081,PROB_190,SES_0261,2024-10-08 07:37:27,morning,Tuesday,9,6,12,56,yes,reading/writing,tablet,Mensuration,3,149,1,1,no,320,1,4,1,4
INT_1159,USR_095,PROB_157,SES_0118,2024-09-24 02:28:00,night,Tuesday,-4,6,7,51,yes,visual,tablet,Number Theory,4,191,1,4,yes,289,1,3,1,5
INT_1160,USR_050,PROB_179,SES_0911,2024-08-08 22:37:16,night,Thursday,53,7,12,87,yes,auditory,desktop,Probability,2,187,2,3,no,169,1,5,0,5
INT_1161,USR_082,PROB_090,SES_0993,2024-08-04 18:46:41,evening,Sunday,59,9,7,44,no,auditory,tablet,Trigonometry,3,165,2,2,yes,360,0,2,0,1
INT_1162,USR_051,PROB_062,SES_0285,2024-08-23 01:08:50,night,Friday,-58,7,15,58,yes,visual,mobile,Arithmetic,3,235,2,2,yes,492,1,4,1,
INT_1163,USR_058,PROB_158,SES_0074,2024-09-11 04:40:19,night,Wednesday,-20,12,11,45,yes,visual,desktop,Probability,2,104,1,4,yes,254,1,4,1,3
INT_1164,USR_049,PROB_014,SES_0113,2024-10-10 12:15:31,afternoon,Thursday,-58,9,8,38,no,kinesthetic,desktop,Trigonometry,1,278,2,1,no,220,0,1,1,4
INT_1165,USR_012,PROB_077,SES_0623,2024-08-06 00:13:59,night,Tuesday,50,8,5,52,no,kinesthetic,tablet,Geometry,3,236,3,1,no,411,1,5,1,4
INT_1166,USR_062,PROB_037,SES_0185,2024-10-08 17:14:36,evening,Tuesday,-90,8,12,60,no,visual,tablet,Ratios,2,120,2,3,yes,215,1,3,1,3
INT_1167,USR_034,PROB_179,SES_0801,2024-10-15 14:33:33,afternoon,Tuesday,29,10,10,57,yes,visual,tablet,Algebra,1,199,2,1,no,187,1,2,1,5
INT_1168,USR_065,PROB_014,SES_0062,2024-08-13 23:44:34,night,Tuesday,32,7,6,69,yes,visual,tablet,Geometry,4,290,1,1,no,474,0,3,1,
INT_1169,USR_071,PROB_020,SES_0562,2024-09-28 03:02:39,night,Saturday,81,9,15,70,no,auditory,tablet,Calculus,3,264,1,3,no,347,0,4,1,2
INT_1170,USR_093,PROB_019,SES_0382,2024-09-03 05:45:47,morning,Tuesday,-40,6,11,34,yes,auditory,mobile,Probability,3,295,2,4,no,286,1,3,1,5
INT_1171,USR_018,PROB_044,SES_0296,2024-08-13 03:18:50,night,Tuesday,-51,6,11,82,no,visual,tablet,Geometry,3,115,2,2,yes,301,0,4,1,4
INT_1172,USR_067,PROB_037,SES_0132,2024-08-18 04:17:02,night,Sunday,-82,8,8,46,yes,auditory,mobile,Ratios,3,146,1,1,no,238,1,5,1,4
INT_1173,USR_069,PROB_079,SES_0215,2024-08-29 18:06:12,evening,Thursday,-32,11,7,76,yes,reading/writing,mobile,Arithmetic,1,90,1,2,yes,206,1,4,1,3
INT_1174,USR_052,PROB_077,SES_0792,2024-09-08 19:28:27,evening,Sunday,-89,7,9,95,no,auditory,tablet,Probability,2,240,1,4,no,207,0,3,1,5
INT_1175,USR_032,PROB_071,SES_0678,2024-10-13 17:40:40,evening,Sunday,2,7,14,90,no,kinesthetic,tablet,Geometry,3,135,3,5,no,244,0,4,1,
INT_1176,USR_063,PROB_196,SES_0919,2024-09-19 05:23:50,morning,Thursday,-27,12,15,95,yes,reading/writing,tablet,Mensuration,4,76,1,3,yes,353,0,4,1,4
INT_1177,USR_100,PROB_070,SES_0946,2024-09-20 13:46:20,afternoon,Friday,80,7,10,56,no,reading/writing,mobile,Number Theory,3,191,3,3,yes,180,0,4,1,5
INT_1178,USR_020,PROB_077,SES_0106,2024-09-13 15:05:10,afternoon,Friday,74,9,15,83,no,auditory,tablet,Mensuration,4,104,4,1,no,336,0,2,1,
INT_1179,USR_013,PROB_101,SES_0749,2024-10-08 04:18:36,night,Tuesday,30,10,15,60,no,visual,tablet,Geometry,2,140,3,3,no,239,0,4,1,3
INT_1180,USR_004,PROB_063,SES_0024,2024-10-03 06:30:08,morning,Thursday,7,6,12,51,no,visual,mobile,Mensuration,1,187,2,4,no,228,1,1,1,4
INT_1181,USR_027,PROB_031,SES_0135,2024-08-16 09:25:50,morning,Friday,-40,10,9,86,no,kinesthetic,desktop,Mensuration,1,264,1,2,no,143,0,4,0,1
INT_1182,USR_025,PROB_154,SES_0112,2024-09-28 04:47:59,night,Saturday,59,12,14,68,yes,reading/writing,desktop,Mensuration,1,179,3,1,no,266,1,4,1,5
INT_1183,USR_012,PROB_159,SES_0420,2024-09-27 21:01:26,night,Friday,84,10,8,57,yes,visual,mobile,Geometry,2,294,2,1,no,448,1,2,1,5
INT_1184,USR_094,PROB_150,SES_0035,2024-08-11 06:14:14,morning,Sunday,-21,8,8,90,no,reading/writing,tablet,Arithmetic,2,294,3,2,yes,149,0,3,1,4
INT_1185,USR_010,PROB_112,SES_0506,2024-10-16 06:02:04,morning,Wednesday,-26,10,6,43,no,kinesthetic,desktop,Number Theory,1,219,3,3,yes,300,1,5,1,3
INT_1186,USR_072,PROB_107,SES_0874,2024-09-23 03:25:58,night,Monday,49,6,6,35,yes,auditory,mobile,Arithmetic,2,116,2,3,yes,182,1,5,1,3
INT_1187,USR_055,PROB_016,SES_0713,2024-10-01 18:42:06,evening,Tuesday,34,12,14,42,yes,reading/writing,mobile,Geometry,3,132,3,1,no,317,0,2,0,3
INT_1188,USR_075,PROB_175,SES_0317,2024-08-03 04:19:57,night,Saturday,28,11,5,50,no,visual,tablet,Geometry,4,80,1,2,no,430,0,1,0,3
INT_1189,USR_078,PROB_055,SES_0994,2024-09-25 15:54:32,afternoon,Wednesday,4,9,11,67,no,auditory,desktop,Geometry,2,111,2,5,yes,129,1,3,1,4
INT_1190,USR_074,PROB_074,SES_0174,2024-09-01 20:09:07,evening,Sunday,-1,8,5,39,no,visual,tablet,Arithmetic,2,134,1,2,no,244,1,4,1,4
INT_1191,USR_022,PROB_083,SES_0180,2024-10-23 15:47:19,afternoon,Wednesday,-71,6,7,76,yes,visual,desktop,Calculus,1,199,2,3,yes,149,1,5,1,4
